0,0.39,0.12,0.86,3.55,32.9,0.068
1,0.40,0.07,0.90,3.55,32.9,0.071
2,0.39,0.23,0.95,3.56,32.9,0.071
3,0.39,0.21,0.86,3.55,32.9,0.071
4,0.41,0.31,0.85,3.55,32.9,0.071
5,0.41,0.35,0.73,3.55,32.9,0.071
6,0.40,0.32,0.82,3.55,32.9,0.068
7,0.39,0.40,0.66,3.56,32.9,0.068
8,0.44,0.44,0.70,3.55,32.9,0.071
9,0.36,0.50,0.73,3.55,32.9,0.074
D,0.42,0.45,0.64,3.55,32.9,0.071
0,0.39,0.12,0.86,3.55,32.9,0.068
